employee_id,first_name,last_name,email,phone_number,department,job_title,hire_date,days_service,base_salary,bonus_percentage,status,birth_date,address,city,state,zip_code,country,gender,education,performance_score,last_review_date,employee_level,vacation_days,sick_days,work_location,shift,emergency_contact,ssn,bank_account
EMP158362,Christopher,Rogers,christopher.rogers@company.com,(349)383-8485x04209,Design,Creative Director,2023-01-10,821,61332.43,1.51,Active,1984-08-18,61923 Ronald Shoal Suite 540,Orlando,FL,74632,USA,M,PhD,67.21,2023-01-15,Senior,13,9,Remote,Day,806.662.7494x52951,746-76-4484,JWAX15693672495434
EMP186314,Mary,Christensen,mary.christensen@company.com,403-904-6988,IT,Software Developer,2020-09-21,1662,30000.0,8.51,Active,2004-03-19,65153 Joseph Crossroad Apt. 759,Jacksonville,FL,45943,USA,F,Professional,78.27,2021-01-10,Senior,10,11,Office,Night,001-399-734-6581,029-59-8918,JOWM24891862041397
EMP193510,Tracy,Williams,tracy.williams@company.com,378-700-0785,Quality,Process Improvement Specialist,2021-12-06,1221,30000.0,2.98,Active,1984-03-02,44104 Fisher Vista Apt. 484,Tacoma,WA,75509,USA,F,Master,87.52,2023-10-26,Senior,23,5,Remote,Day,+1-245-287-9653x0692,009-19-6266,WOZR42424448178396
EMP883698,Adam,Willis,adam.willis@company.com,824.476.0527,Development,DevOps Engineer,2025-01-30,70,75711.59,3.48,Active,1960-11-26,531 Trevor Groves Apt. 439,Springfield,IL,62771,USA,M,Professional,75.83,2025-03-12,Entry,11,2,Hybrid,Night,001-499-833-0158,316-70-4572,KVJW10230726904518
EMP595639,Janice,Kirby,janice.kirby@company.com,362.371.7959,Logistics,Warehouse Supervisor,2023-05-12,699,63140.69,1.89,Active,2001-09-15,21425 Denise Port,New York,NY,86551,USA,F,Professional,80.37,2023-07-29,Mid,14,4,Hybrid,Flexible,001-431-238-0985x45892,102-16-0484,PDLJ51615859758145
EMP896473,Stephen,Scott,stephen.scott@company.com,601.556.8554x624,Sales,Account Manager,2021-04-11,1460,68023.83,4.75,Active,1975-07-08,51548 Mullins Mill Apt. 303,Savannah,GA,40869,USA,M,Professional,88.83,2022-03-17,Senior,8,8,Office,Night,(832)855-5935x475,178-73-4631,FMEU09608698300052
EMP408837,Megan,Sanchez,megan.sanchez@company.com,(254)260-3580x6646,Finance,Accounts Payable Clerk,2025-02-04,65,66341.82,1.87,Active,1981-12-11,42974 Smith Ranch,Boston,MA,25669,USA,F,Professional,76.03,2025-02-11,Entry,19,4,Remote,Night,001-525-284-2554x89377,147-11-1146,FFHH67326655105931
EMP283893,Cassandra,Harris,cassandra.harris@company.com,426.263.3312x424,Legal,Corporate Lawyer,2023-05-09,702,58321.94,0.89,Active,1968-12-31,90632 White Rue Apt. 038,Albany,NY,99057,USA,F,Professional,69.07,2023-11-27,Mid,14,1,Remote,Day,834.699.8234,081-99-2009,VVQK11324397371158
EMP141445,Logan,Nelson,logan.nelson@company.com,(409)604-9393,Development,Web Developer,2024-02-16,419,47759.79,3.78,Active,1997-07-01,0298 Morgan Burgs,Miami,FL,28791,USA,M,High School,70.76,2024-03-16,Mid,15,6,Remote,Day,759-849-1575,111-29-3074,VVGY77153521953889
EMP965820,Sara,Alexander,sara.alexander@company.com,785-285-5085x67639,IT,Database Administrator,2021-10-23,1265,43348.26,3.27,Active,1971-09-11,221 Odom Streets Suite 603,Philadelphia,PA,68986,USA,F,Professional,71.03,2021-12-16,Senior,17,4,Office,Day,4272865382,171-56-2061,HKOV92316722723924
EMP366092,Anne,Woodard,anne.woodard@company.com,(584)989-9650,Development,Mobile App Developer,2024-07-23,261,88865.2,6.55,Active,2002-02-24,0314 Swanson Mission,Buffalo,NY,17690,USA,F,Professional,68.95,2025-01-27,Entry,16,4,Hybrid,Day,(390)435-9779x599,048-96-8217,PINO71783389417398
EMP426227,Christine,Myers,christine.myers@company.com,8605550276,Logistics,Inventory Control Specialist,2022-12-24,838,80720.7,2.06,Active,2006-05-11,35278 Rowland Dam Suite 340,Boston,MA,03797,USA,F,Professional,57.87,2023-05-31,Senior,18,5,Office,Day,(506)639-5231,410-86-8855,LERA12627364493194
EMP785149,Brandy,Singh,brandy.singh@company.com,238.877.5056,R&D,Research Scientist,2021-07-14,1366,83608.81,6.55,Inactive,1960-01-16,3816 Ashley Groves,Spokane,WA,74626,USA,Other,Master,94.32,2022-09-06,Senior,15,6,Office,Night,(679)471-4109,773-78-7747,TQJK95560118283877
EMP461260,Franklin,Cross,franklin.cross@company.com,450.651.5661x29805,IT,Network Engineer,2023-02-07,793,95563.79,3.21,Active,2002-06-15,30603 Adam Pass,Chicago,IL,60344,USA,Other,Master,59.27,2023-06-05,Senior,27,4,Office,Night,+1-996-934-3782x9690,571-89-4607,OJGR18978418488590
EMP884265,Regina,Reyes,regina.reyes@company.com,355.847.4564,Research,Data Scientist,2021-01-11,1550,151352.15,3.59,Active,1967-08-30,2517 Jay Islands,Spokane,WA,93858,USA,F,PhD,64.3,2023-04-10,Senior,15,2,Office,Day,+1-637-929-2697x708,687-84-8790,JAGI60306914538557
EMP419576,Stephanie,Adams,stephanie.adams@company.com,442.976.9279x4917,Development,Mobile App Developer,2023-08-21,598,65536.79,3.53,Active,1968-05-17,19447 Charles Fords Suite 438,Spokane,WA,39377,USA,F,Professional,77.65,2024-03-20,Mid,15,5,Office,Day,(241)907-4013,170-61-8578,NPOB62254989261947
EMP241555,Wanda,Conner,wanda.conner@company.com,001-265-307-8023,Customer Service,Call Center Supervisor,2022-04-29,1077,102334.47,5.57,Active,1982-09-14,899 Taylor Mills,Boston,MA,83388,USA,F,Master,80.15,2022-10-23,Senior,18,5,Office,Day,001-531-796-1529x090,183-08-0175,GYVF42121730142261
EMP534388,Joseph,Obrien,joseph.obrien@company.com,+1-600-215-8116x817,Research,Academic Researcher,2022-05-30,1046,158997.08,4.02,Active,1983-08-28,3702 Hunt Pike,Allentown,PA,45156,USA,M,Master,76.46,2023-11-23,Senior,12,4,Office,Flexible,721.542.4679x0438,673-75-9893,SUEU61304927573293
EMP919854,John,Wilson,john.wilson@company.com,001-391-739-2202,Marketing,Digital Marketing Specialist,2023-12-29,468,55460.34,11.24,Active,1967-07-26,3980 Sandra Crest Apt. 817,Philadelphia,PA,26840,USA,M,Professional,74.38,2024-01-21,Mid,22,0,Hybrid,Day,991.884.2439,335-94-5105,TNZG21405101526857
EMP348653,Jessica,Pierce,jessica.pierce@company.com,(964)632-9946,R&D,Innovation Manager,2021-11-05,1252,57212.38,1.63,Active,1979-07-02,4986 Danielle Stream Apt. 498,Chicago,IL,54984,USA,F,Professional,83.62,2023-03-25,Senior,21,6,Remote,Night,+1-584-408-6153x73119,568-19-8609,GCIP31736632851033
EMP403048,Jason,Hart,jason.hart@company.com,810-588-8902x934,Development,DevOps Engineer,2020-06-01,1774,30000.0,5.63,Active,1965-03-04,9961 Patton Parkways,Tacoma,WA,17507,USA,M,High School,64.52,2021-04-14,Senior,18,8,Office,Day,001-597-912-0817x3116,546-40-8534,OBWR04657868757455
EMP639269,Joseph,Banks,joseph.banks@company.com,3167779824,Development,Web Developer,2022-07-02,1013,152422.05,4.31,Active,1970-08-04,4936 Ryan Light Apt. 682,Pittsburgh,PA,82875,USA,M,Master,91.28,2024-03-12,Senior,14,1,Remote,Night,361.887.5065,571-81-8376,GABU94495200902594
EMP650837,Michael,Bright,michael.bright@company.com,377-874-0921x542,Customer Service,Call Center Supervisor,2023-11-28,499,60237.72,3.43,Active,2005-10-11,070 Larry Village Apt. 103,Spokane,WA,50556,USA,M,High School,72.23,2024-03-23,Mid,17,5,Remote,Flexible,001-402-521-9681,881-18-1269,ANWN78953218377499
EMP498529,Amy,Hayden,amy.hayden@company.com,001-352-874-1491x025,Research,Research Analyst,2020-11-13,1609,89696.19,7.81,Active,1987-12-22,9698 Jeff Villages Apt. 932,Los Angeles,CA,97668,USA,F,Master,81.21,2022-01-21,Senior,19,5,Office,Night,001-754-840-9548x036,474-92-5716,CGFA77853093925519
EMP640323,Laurie,Browning,laurie.browning@company.com,(526)911-4607x790,IT,IT Support Specialist,2023-11-06,521,68066.18,1.41,Active,1982-08-02,17608 Jerry Park,Jacksonville,FL,11346,USA,F,Professional,76.38,2024-01-13,Mid,14,6,Office,Night,+1-307-231-8818,229-60-9120,EQWD14119172228382
EMP725664,Amanda,Williams,amanda.williams@company.com,+1-238-886-6879x4923,Marketing,Digital Marketing Specialist,2023-07-06,644,75339.16,5.15,Active,1980-04-13,23147 Antonio Ridge Apt. 302,Miami,FL,80380,USA,F,Professional,56.25,2024-02-22,Mid,17,5,Remote,Day,669-623-2263x270,238-40-1261,TLVM70528939999911
EMP255086,Jennifer,Casey,jennifer.casey@company.com,001-228-568-9263x145,Research,Data Scientist,2024-05-03,342,43969.49,7.59,Leave,1987-11-12,004 William Plains Apt. 828,Worcester,MA,81550,USA,F,High School,75.78,2024-06-10,Entry,22,12,Remote,Day,415.238.8649x4862,661-33-6330,AWKA16698733869014
EMP879801,Elizabeth,Houston,elizabeth.houston@company.com,(581)767-3362,R&D,Research Scientist,2023-11-08,519,30000.0,7.15,Active,1992-02-21,1415 James Track,Orlando,FL,90668,USA,F,High School,63.67,2024-03-09,Mid,17,6,Office,Day,001-292-269-8997x125,589-10-4208,RJLH66385228706023
EMP813539,Lisa,Wilson,lisa.wilson@company.com,757-933-4290,Design,Graphic Designer,2021-10-30,1258,30000.0,2.41,Active,1960-12-24,10618 Jerome Ways,Worcester,MA,31045,USA,F,Professional,90.48,2023-02-26,Senior,13,5,Hybrid,Day,960.726.6479,719-56-4487,YHYU19587048127062
EMP487350,Kristie,Osborne,kristie.osborne@company.com,665-467-1489x07763,Logistics,Logistics Manager,2025-01-20,80,56292.58,2.37,Active,1984-04-03,54381 Fischer Bypass,Austin,TX,08628,USA,F,Professional,74.32,2025-03-23,Entry,10,7,Office,Flexible,+1-699-499-4668x34069,721-61-3257,SQNS05041717223709
EMP918167,Eric,Chandler,eric.chandler@company.com,269-634-1808,Development,Software Engineer,2022-01-15,1181,50529.21,6.82,Active,1960-04-15,804 Pittman Burg Apt. 333,Worcester,MA,50255,USA,M,High School,86.94,2022-08-12,Senior,7,5,Office,Night,5336098605,123-98-2311,FFKO55566905293054
EMP470120,Matthew,Reynolds,matthew.reynolds@company.com,(845)909-9671,Design,Creative Director,2020-11-07,1615,64092.18,5.9,Active,2004-11-11,864 Bishop Forge,Springfield,IL,54597,USA,M,Professional,88.74,2023-11-20,Senior,15,6,Hybrid,Night,460.874.9795x5730,183-88-8737,PXZP43599121271628
EMP673238,Jermaine,Craig,jermaine.craig@company.com,238.466.7735,Research,Research Analyst,2023-03-27,745,46719.05,4.94,Active,2001-07-22,0149 Martin Fort Suite 304,Cincinnati,OH,85212,USA,M,Professional,96.71,2023-06-12,Senior,6,5,Office,Night,586-956-9403,529-18-9127,VDAA22945943140057
EMP600970,Christina,Lewis,christina.lewis@company.com,+1-305-767-1736,Legal,Contract Specialist,2023-03-26,746,50098.53,4.87,Active,1997-11-05,4340 Weber Isle,San Diego,CA,39447,USA,F,High School,76.68,2023-05-22,Senior,13,4,Office,Night,900.590.2675,515-49-8590,JJHC22945982405671
EMP800943,Renee,Robertson,renee.robertson@company.com,+1-590-409-4883x5595,Research,Data Scientist,2024-02-21,414,47285.25,6.15,Active,1985-07-12,5958 David Plaza,Chicago,IL,60620,USA,F,High School,65.58,2024-04-04,Mid,19,7,Hybrid,Day,+1-280-687-1181,181-70-6483,SYKD40064262337169
EMP997866,Alexandra,Newman,alexandra.newman@company.com,001-870-213-0889,Research,Data Scientist,2020-04-11,1825,79098.61,5.76,Inactive,2004-03-29,14803 Moore Flats Suite 289,Pittsburgh,PA,24799,USA,F,Master,75.41,2023-10-04,Senior,18,4,Office,Flexible,213.843.0318x714,253-19-8092,DKHS18516940700691
EMP387051,Bradley,Thomas,bradley.thomas@company.com,738.730.4159,Legal,Corporate Lawyer,2023-06-20,660,30000.0,4.98,Active,1971-10-29,565 Walker Mews Suite 460,Spokane,WA,65948,USA,M,Professional,87.66,2023-12-09,Mid,18,4,Office,Night,+1-513-518-4704x28359,362-95-1294,ZKBI93679479340265
EMP732795,Randy,Randolph,randy.randolph@company.com,712.238.7685,Research,Data Scientist,2021-04-14,1457,30000.0,5.26,Active,2004-07-03,864 Steele Camp Suite 960,Spokane,WA,44219,USA,M,Professional,92.25,2022-09-10,Senior,19,6,Office,Day,+1-989-919-5378x28771,041-36-0958,XMAX03159906323876
EMP907986,Pamela,Barnes,pamela.barnes@company.com,+1-502-984-4691,Customer Service,Client Relations Manager,2024-04-17,358,200000.0,2.4,Active,1978-10-11,60889 Jimenez Brook,Cincinnati,OH,70168,USA,F,Professional,95.24,2024-09-10,Entry,23,3,Office,Flexible,400.555.0466,540-57-3722,IVFW46590532892708
EMP715860,Bobby,Jackson,bobby.jackson@company.com,396-769-6828x6747,Development,Web Developer,2021-09-19,1299,48745.06,11.27,Active,1974-05-09,0943 Huffman Road,Austin,TX,06256,USA,M,PhD,93.76,2022-09-23,Senior,16,4,Office,Day,7028219753,818-75-0217,HGQY85778778931860
EMP372468,Dennis,Harris,dennis.harris@company.com,+1-643-658-2085x76987,Design,Creative Director,2024-01-24,442,84911.73,2.13,Active,1963-10-01,1626 Sean Flats,Savannah,GA,86087,USA,M,Master,72.85,2024-03-21,Mid,19,1,Remote,Day,(749)422-7542,359-43-0822,QAKM11896399909817
EMP758143,David,Riley,david.riley@company.com,4907256778,Engineering,Mechanical Engineer,2024-09-26,196,88152.22,4.79,Active,2003-09-01,940 Williams Trail,Columbus,OH,47397,USA,M,Master,60.74,2025-03-27,Entry,13,5,Hybrid,Day,+1-485-839-0381x4388,679-47-6688,ACYS26302621751571
EMP570382,Marc,Valdez,marc.valdez@company.com,625-544-2199,Security,Safety Coordinator,2020-09-20,1663,60138.47,10.62,Active,2002-03-27,88463 Cameron Stream,Chicago,IL,30554,USA,M,Professional,79.57,2022-04-22,Senior,21,9,Office,Day,+1-457-512-7290x380,005-85-5929,DOXR37752289495869
EMP509045,Joy,Wheeler,joy.wheeler@company.com,001-599-339-3816x91794,Security,Safety Coordinator,2023-04-19,722,49574.79,6.73,Active,1990-06-18,410 Jones Lock,Chicago,IL,21491,USA,F,High School,61.54,2023-11-19,Mid,14,3,Office,Day,001-544-635-4084x6364,580-96-9363,XCSO89209959011946
EMP252870,Robert,Lopez,robert.lopez@company.com,361-387-9858x654,Research,Market Researcher,2024-02-13,422,48531.06,3.33,Leave,1965-08-29,94933 Marilyn Union Suite 663,Tacoma,WA,67345,USA,M,Professional,73.23,2024-03-19,Mid,18,7,Remote,Night,890.970.4101x95680,564-36-4183,LPGZ98996365616954
EMP240539,Krista,Caldwell,krista.caldwell@company.com,(474)581-8329x0858,Finance,Budget Manager,2021-10-06,1282,80715.0,3.64,Active,2004-03-29,120 Madeline Mill,Buffalo,NY,03448,USA,F,High School,82.68,2022-06-25,Senior,13,7,Office,Day,(835)828-6612,494-98-7579,WUCO64751535406585
EMP463616,Audrey,Baker,audrey.baker@company.com,001-900-973-7050x76334,Procurement,Procurement Manager,2021-03-15,1487,97789.84,8.05,Active,1982-08-07,5857 Dawn Port,Philadelphia,PA,86167,USA,F,Professional,89.89,2021-12-17,Senior,12,6,Remote,Day,001-684-853-1715,499-87-2213,QAKP14974919041383
EMP207067,Rachael,Anderson,rachael.anderson@company.com,001-338-890-4000,Research,Data Scientist,2022-08-05,979,39461.62,1.47,Active,1971-06-25,8092 Tina Pines,Spokane,WA,05829,USA,F,Professional,69.77,2023-12-16,Senior,17,10,Office,Day,932-452-0805x93492,393-31-2513,XTDZ84804465359480
EMP227557,Brian,Smith,brian.smith@company.com,+1-820-298-9372x21989,Security,Cybersecurity Analyst,2024-02-26,409,65387.1,3.91,Active,1986-01-12,172 Olivia Squares Suite 363,Seattle,WA,91982,USA,M,High School,76.2,2024-03-23,Mid,16,7,Office,Day,+1-485-863-4267x1061,435-17-8753,MSVM36065628352675
EMP444354,Sara,Harrison,sara.harrison@company.com,614.769.3480x96644,Legal,Compliance Officer,2023-02-22,778,67264.51,8.53,Active,1997-02-08,444 Kayla Heights,Springfield,IL,12123,USA,F,Master,79.64,2023-10-15,Senior,12,4,Office,Night,001-251-984-1415x043,752-63-3053,VADP36421618010233
EMP592585,Donna,Freeman,donna.freeman@company.com,386.874.9035,Sales,Regional Sales Director,2023-04-19,722,112984.86,4.24,Active,2006-05-09,71267 Richards Spring,Springfield,IL,94858,USA,F,PhD,88.15,2023-12-30,Mid,16,6,Office,Day,998-805-5575x6528,583-41-5905,JNFQ79647378838132
EMP213301,James,Bush,james.bush@company.com,3115345647,Legal,Corporate Lawyer,2022-10-01,922,132170.66,6.12,Active,1967-12-01,562 Angela Stravenue,Philadelphia,PA,49295,USA,M,PhD,64.42,2022-11-14,Senior,18,6,Hybrid,Flexible,453.674.8003x05847,834-08-9999,KSBI28865125366502
EMP648767,Michael,Navarro,michael.navarro@company.com,304.627.2453,Logistics,Warehouse Supervisor,2021-08-16,1333,77644.16,2.38,Active,1990-06-25,40674 Jackson River,Cleveland,OH,90527,USA,M,PhD,65.76,2024-04-09,Senior,11,3,Hybrid,Night,(449)631-9307,252-81-7127,SVVA81820820889834
EMP966810,Connie,Wells,connie.wells@company.com,872.482.9401,Research,Data Scientist,2022-02-27,1138,65605.07,5.97,Active,1982-11-24,11192 Allen Loaf Apt. 988,Spokane,WA,19411,USA,Other,Professional,76.42,2023-12-20,Senior,12,1,Hybrid,Day,818.416.9860x3296,240-23-7626,BXAL32854757156595
EMP423886,Krista,Koch,krista.koch@company.com,928.419.3309x1660,Design,Creative Director,2024-06-08,306,39700.28,8.52,Inactive,1983-03-03,918 Curtis Skyway Suite 722,Philadelphia,PA,00851,USA,F,Professional,78.55,2025-02-05,Entry,17,4,Office,Night,528-479-9094x9269,387-77-9678,LCGN52944049644948
EMP588211,Dennis,Jordan,dennis.jordan@company.com,+1-460-823-2008x843,Design,Graphic Designer,2024-05-19,326,159331.28,4.07,Inactive,2007-01-10,546 Chad Pine,Springfield,IL,44566,USA,M,High School,92.81,2024-09-16,Entry,20,8,Remote,Night,(485)609-0484,638-27-2180,PIEX82182622214383
EMP232804,Meagan,Thompson,meagan.thompson@company.com,345.364.4612,Design,Creative Director,2021-03-13,1489,31232.62,5.09,Active,1998-03-31,6961 Linda Union,Rockford,IL,18557,USA,F,High School,57.6,2023-11-21,Senior,14,2,Office,Day,4036193450,051-18-3237,XVWC42634048112455
EMP854283,Tracey,Ellis,tracey.ellis@company.com,+1-441-613-2989x13011,IT,Network Engineer,2020-05-20,1786,52256.44,7.09,Active,2001-01-15,050 Sherri Club Apt. 923,Tacoma,WA,87264,USA,F,High School,67.68,2022-02-28,Senior,14,10,Remote,Flexible,(735)871-5548,426-08-6536,WRHH47285373927870
EMP923646,Jesse,Hernandez,jesse.hernandez@company.com,+1-387-530-7257x183,Research,Data Scientist,2022-06-30,1015,57424.43,4.03,Active,1972-10-08,5345 Ballard Spurs Suite 978,Dallas,TX,15207,USA,M,Professional,65.55,2023-04-10,Senior,11,7,Office,Night,001-834-203-1680x6264,717-37-9019,IDNL36580634689841
EMP899969,Katherine,Griffin,katherine.griffin@company.com,+1-279-249-4983,Finance,Financial Analyst,2023-03-01,771,152088.52,5.27,Leave,1982-12-28,600 Anderson Wall Apt. 508,Worcester,MA,42310,USA,F,Master,78.8,2023-07-10,Senior,19,6,Office,Night,682-548-9821x85686,167-68-8080,ZSAW69234353559239
EMP169727,Jason,Young,jason.young@company.com,5618121575,Operations,Logistics Specialist,2022-03-14,1123,81287.89,2.68,Active,1960-11-06,4541 Ayala Land,Worcester,MA,85655,USA,M,Master,60.56,2023-03-07,Senior,15,9,Hybrid,Day,695-748-4457,644-56-8175,NTAT62712055270396
EMP911818,Edward,Rasmussen,edward.rasmussen@company.com,716.237.6334x4070,Training,Learning and Development Specialist,2021-05-05,1436,65046.78,5.58,Active,1981-03-14,44015 Brenda Cape Apt. 695,Pittsburgh,PA,92496,USA,M,Professional,76.55,2022-09-01,Senior,14,9,Hybrid,Day,001-406-240-7038x038,451-98-2976,MEEH31633464973004
EMP797101,Megan,Roberts,megan.roberts@company.com,5143645698,IT,IT Support Specialist,2022-04-24,1082,39064.85,6.18,Active,2004-11-25,1443 Rodriguez Junctions,Atlanta,GA,63655,USA,F,High School,79.17,2023-02-01,Senior,21,11,Office,Flexible,711-683-4996x24129,753-78-7700,YNPL17404514559409
EMP177432,Diane,Russo,diane.russo@company.com,001-364-885-6302x40009,R&D,Product Development Engineer,2023-05-29,682,58097.63,5.11,Active,1983-11-18,749 Jordan Lakes,Buffalo,NY,61013,USA,F,Professional,87.75,2024-04-01,Mid,16,4,Remote,Night,001-484-458-2314x24778,600-33-3013,JMMM51653421739494
EMP542668,John,Jones,john.jones@company.com,5338666803,Training,Training Manager,2024-06-12,302,49141.59,8.96,Active,1998-03-10,89394 Edward Lodge Suite 443,Orlando,FL,03612,USA,M,Professional,67.5,2024-08-08,Entry,13,3,Remote,Night,279-820-0052x05667,465-33-0329,KQMW09036863920673
EMP476306,Sean,Moyer,sean.moyer@company.com,576.426.1927,Quality,Production Assistant,2024-03-18,388,110832.73,6.37,Active,1980-01-01,9588 Amy Flats Suite 672,Allentown,PA,37658,USA,M,Master,75.95,2024-04-09,Mid,14,6,Office,Night,7116654307,710-25-3038,GLJZ79939838318822
EMP617137,Alan,Kelly,alan.kelly@company.com,(346)500-1272x8017,Quality,Production Assistant,2024-08-30,223,71165.08,1.22,Active,1966-07-10,856 Leblanc Trail,Dallas,TX,34568,USA,M,Professional,69.64,2025-01-23,Entry,14,4,Office,Night,001-625-235-3678,561-12-3004,VBUQ56358861563450
EMP186752,Christina,Meyer,christina.meyer@company.com,+1-573-234-6630x7398,R&D,Research Scientist,2024-11-20,141,80863.06,1.76,Active,1985-05-13,002 Sandra Ridge,Chicago,IL,77465,USA,F,Master,66.63,2025-02-24,Entry,12,4,Remote,Day,9513378389,283-37-1589,QHWN47017538132886
EMP355156,Jeremy,Wright,jeremy.wright@company.com,001-233-354-4034x789,Marketing,Market Research Analyst,2024-04-24,351,67217.79,5.68,Active,1974-03-22,2950 Summers Ranch Suite 365,San Francisco,CA,88742,USA,M,Professional,65.75,2025-04-07,Entry,20,6,Remote,Day,2496455890,646-37-2930,TBXR19167116173293
EMP726862,Katelyn,Copeland,katelyn.copeland@company.com,001-783-213-2567x6207,Finance,Budget Manager,2022-04-03,1103,30000.0,2.47,Active,2006-09-03,55063 Jasmine Coves,New York,NY,38961,USA,F,Master,69.69,2022-12-19,Senior,13,4,Hybrid,Day,001-492-306-1768x013,340-15-9654,YKCY22253608949558
EMP665931,Brenda,Haynes,brenda.haynes@company.com,619-673-0637,Legal,Paralegal,2023-09-05,583,76036.12,5.89,Active,1968-05-09,7742 Allison Parks Suite 316,Boston,MA,96477,USA,F,Professional,62.05,2024-02-11,Mid,18,10,Office,Day,956-799-5322,599-26-1122,QKBF48554190997283
EMP119506,Jason,Anderson,jason.anderson@company.com,+1-288-319-3837x804,Security,Cybersecurity Analyst,2024-02-10,425,31632.12,3.48,Active,1984-07-05,592 James Shoals,Worcester,MA,69070,USA,M,High School,55.92,2024-03-01,Mid,10,2,Remote,Day,442-605-3768x19352,751-49-8832,QGTW11617305556142
EMP304744,Roy,Black,roy.black@company.com,(382)912-0005x054,Procurement,Purchasing Agent,2021-01-28,1533,30000.0,7.25,Inactive,1981-01-14,56888 Philip Fall Apt. 961,Dallas,TX,31321,USA,M,Professional,69.63,2023-07-18,Senior,14,5,Remote,Day,938.449.7690x6901,381-56-8501,NWNH31903258815286
EMP219652,Mark,Blevins,mark.blevins@company.com,001-296-724-0794x54588,Support,Help Desk Technician,2022-04-21,1085,53091.72,5.63,Active,1985-04-17,30540 Lowery Wall,Cleveland,OH,81115,USA,M,Professional,69.3,2023-10-24,Senior,13,4,Hybrid,Day,653.410.2375,842-09-8800,HLSB04492647925568
EMP608280,Natalie,Olson,natalie.olson@company.com,(394)973-1699x467,HHRR,Employee Relations Specialist,2024-05-24,321,40443.53,3.04,Active,1961-11-06,87441 Sharon Flats Suite 189,Tampa,FL,94933,USA,Other,High School,69.4,2024-08-23,Entry,11,2,Office,Day,(354)551-6776,613-25-0032,LKTA69368649717600
EMP563015,Dale,Bartlett,dale.bartlett@company.com,272-511-4832x265,Operations,Production Supervisor,2020-10-21,1632,71681.14,3.58,Active,1978-07-30,72738 Victoria Falls,Allentown,PA,62487,USA,M,Professional,88.5,2023-10-05,Senior,19,5,Office,Day,620.260.9399,506-59-8898,XPBE51451503553403
EMP445068,Kathleen,Williams,kathleen.williams@company.com,4557718205,Engineering,Electrical Engineer,2023-02-01,799,57835.87,6.92,Active,1967-05-07,2123 Weber Roads Suite 613,Pittsburgh,PA,62633,USA,Other,Professional,68.29,2023-02-07,Senior,16,7,Hybrid,Day,908-226-2614,783-20-8465,GBPQ12816833900417
EMP484027,Carla,Lee,carla.lee@company.com,001-838-910-6626x739,Engineering,Civil Engineer,2025-02-05,64,61321.06,7.51,Active,1967-03-26,0216 John Track,Peoria,IL,66610,USA,F,Professional,53.41,2025-03-30,Entry,16,7,Hybrid,Day,001-602-497-4924x368,639-53-5303,AXOY04987068347662
EMP304317,Paige,Combs,paige.combs@company.com,427.612.7280x8619,Operations,Operations Manager,2024-09-10,212,30000.0,5.34,Active,1960-11-02,7096 Alyssa Circle Suite 215,Seattle,WA,60930,USA,F,Master,69.0,2024-10-17,Entry,13,4,Office,Night,778-717-5170,207-37-0579,QHIG70449340493239
EMP748498,Ariel,Khan,ariel.khan@company.com,+1-459-522-2361x00426,Operations,Logistics Specialist,2021-04-05,1466,54061.22,12.03,Active,1981-04-06,30025 Taylor Views,Albany,NY,05527,USA,Other,Master,78.57,2023-04-12,Senior,20,3,Office,Flexible,999.612.3652x0308,494-11-7461,NVDB42408449214534
EMP367813,Elizabeth,Newton,elizabeth.newton@company.com,216-440-9023,Training,Training Manager,2024-05-31,314,52408.88,6.23,Active,1994-12-18,96700 Veronica Vista Apt. 308,Buffalo,NY,52987,USA,Other,Professional,70.81,2024-09-24,Entry,12,2,Office,Day,664.929.3855,260-86-4525,YXRO09691332218938
EMP689206,Brian,Benton,brian.benton@company.com,804-563-4863x666,Legal,Paralegal,2024-10-07,185,88739.16,3.08,Leave,1970-10-19,57345 Nicholas Lodge Apt. 315,Austin,TX,46726,USA,M,Master,78.89,2024-10-07,Entry,10,6,Office,Day,001-355-611-0206x4784,476-95-3027,RXRI14993290251933
EMP318100,Heather,Ramsey,heather.ramsey@company.com,(400)691-2157,Customer Service,Customer Success Manager,2021-02-11,1519,48155.99,5.16,Active,1989-07-31,70796 Cory Port Suite 643,Seattle,WA,58409,USA,F,High School,66.57,2023-06-06,Senior,10,8,Office,Night,840.281.1912x78833,330-67-3385,WYKD94505975840001
EMP125107,Trevor,Bryan,trevor.bryan@company.com,825.804.5584x5365,IT,Systems Administrator,2023-09-28,560,53304.7,8.96,Active,2006-08-15,37482 Woodward Course Apt. 150,Cleveland,OH,66013,USA,Other,High School,79.25,2023-11-17,Mid,12,6,Hybrid,Night,001-251-720-6573x7367,421-26-7557,IKJM11772437025963
EMP144592,Cindy,Shelton,cindy.shelton@company.com,844-888-0497x174,Legal,Corporate Lawyer,2021-07-05,1375,54354.73,3.71,Active,1986-04-11,335 Trujillo Mountain Apt. 704,Springfield,IL,92841,USA,F,Professional,68.21,2024-01-14,Senior,18,2,Remote,Day,+1-253-716-7620,092-54-7921,HEDO03352845089019
